Date,BFSI
Jan-05,-0.953
Jan-05,-0.949
Jan-05,-0.944
Jan-05,-0.938
Jan-05,-0.934
Jan-05,-0.933
Jan-05,-0.936
Feb-05,-0.943
Feb-05,-0.951
Feb-05,-0.96
Feb-05,-0.968
Feb-05,-0.975
Feb-05,-0.982
Feb-05,-0.987
Feb-05,-0.992
Feb-05,-0.998
Feb-05,-1.002
Feb-05,-1.006
Feb-05,-1.009
Feb-05,-1.01
Feb-05,-1.011
Feb-05,-1.008
Feb-05,-1.005
Feb-05,-1
Feb-05,-0.998
Feb-05,-0.997
Feb-05,-0.999
Mar-05,-1.002
Mar-05,-1.005
Mar-05,-1.006
Mar-05,-1.004
Mar-05,-1.001
Mar-05,-0.997
Mar-05,-0.993
Mar-05,-0.989
Mar-05,-0.984
Mar-05,-0.977
Mar-05,-0.968
Mar-05,-0.957
Mar-05,-0.946
Mar-05,-0.935
Mar-05,-0.924
Mar-05,-0.913
Mar-05,-0.902
Mar-05,-0.891
Mar-05,-0.879
Mar-05,-0.868
Mar-05,-0.856
Mar-05,-0.846
Mar-05,-0.836
Apr-05,-0.826
Apr-05,-0.817
Apr-05,-0.808
Apr-05,-0.799
Apr-05,-0.792
Apr-05,-0.789
Apr-05,-0.788
Apr-05,-0.789
Apr-05,-0.791
Apr-05,-0.792
Apr-05,-0.789
Apr-05,-0.785
Apr-05,-0.779
Apr-05,-0.772
Apr-05,-0.767
Apr-05,-0.769
Apr-05,-0.773
Apr-05,-0.778
Apr-05,-0.784
Apr-05,-0.788
Apr-05,-0.787
May-05,-0.783
May-05,-0.778
May-05,-0.773
May-05,-0.769
May-05,-0.767
May-05,-0.767
May-05,-0.766
May-05,-0.764
May-05,-0.761
May-05,-0.755
May-05,-0.747
May-05,-0.737
May-05,-0.729
May-05,-0.721
May-05,-0.718
May-05,-0.721
May-05,-0.727
May-05,-0.738
May-05,-0.749
May-05,-0.761
May-05,-0.771
May-05,-0.778
Jun-05,-0.783
Jun-05,-0.788
Jun-05,-0.792
Jun-05,-0.796
Jun-05,-0.801
Jun-05,-0.805
Jun-05,-0.807
Jun-05,-0.808
Jun-05,-0.806
Jun-05,-0.803
Jun-05,-0.797
Jun-05,-0.793
Jun-05,-0.788
Jun-05,-0.785
Jun-05,-0.783
Jun-05,-0.783
Jun-05,-0.784
Jun-05,-0.787
Jun-05,-0.791
Jun-05,-0.797
Jun-05,-0.802
Jun-05,-0.806
Jul-05,-0.811
Jul-05,-0.813
Jul-05,-0.814
Jul-05,-0.814
Jul-05,-0.813
Jul-05,-0.81
Jul-05,-0.807
Jul-05,-0.805
Jul-05,-0.803
Jul-05,-0.804
Jul-05,-0.806
Jul-05,-0.81
Jul-05,-0.814
Jul-05,-0.819
Jul-05,-0.824
Jul-05,-0.827
Jul-05,-0.831
Jul-05,-0.835
Jul-05,-0.838
Jul-05,-0.842
Jul-05,-0.845
Aug-05,-0.845
Aug-05,-0.844
Aug-05,-0.842
Aug-05,-0.837
Aug-05,-0.832
Aug-05,-0.827
Aug-05,-0.821
Aug-05,-0.816
Aug-05,-0.812
Aug-05,-0.809
Aug-05,-0.806
Aug-05,-0.806
Aug-05,-0.806
Aug-05,-0.806
Aug-05,-0.805
Aug-05,-0.803
Aug-05,-0.8
Aug-05,-0.797
Aug-05,-0.794
Aug-05,-0.791
Aug-05,-0.789
Aug-05,-0.787
Aug-05,-0.785
Sep-05,-0.782
Sep-05,-0.779
Sep-05,-0.776
Sep-05,-0.775
Sep-05,-0.775
Sep-05,-0.777
Sep-05,-0.779
Sep-05,-0.781
Sep-05,-0.78
Sep-05,-0.777
Sep-05,-0.772
Sep-05,-0.767
Sep-05,-0.76
Sep-05,-0.756
Sep-05,-0.75
Sep-05,-0.745
Sep-05,-0.738
Sep-05,-0.729
Sep-05,-0.717
Sep-05,-0.707
Sep-05,-0.698
Sep-05,-0.692
Oct-05,-0.689
Oct-05,-0.69
Oct-05,-0.69
Oct-05,-0.688
Oct-05,-0.684
Oct-05,-0.678
Oct-05,-0.67
Oct-05,-0.661
Oct-05,-0.653
Oct-05,-0.645
Oct-05,-0.641
Oct-05,-0.638
Oct-05,-0.639
Oct-05,-0.642
Oct-05,-0.647
Oct-05,-0.651
Oct-05,-0.656
Oct-05,-0.658
Oct-05,-0.658
Oct-05,-0.656
Oct-05,-0.654
Nov-05,-0.65
Nov-05,-0.647
Nov-05,-0.646
Nov-05,-0.644
Nov-05,-0.644
Nov-05,-0.643
Nov-05,-0.642
Nov-05,-0.641
Nov-05,-0.64
Nov-05,-0.64
Nov-05,-0.642
Nov-05,-0.643
Nov-05,-0.645
Nov-05,-0.646
Nov-05,-0.647
Nov-05,-0.646
Nov-05,-0.644
Nov-05,-0.642
Nov-05,-0.638
Nov-05,-0.634
Nov-05,-0.631
Nov-05,-0.628
Dec-05,-0.625
Dec-05,-0.622
Dec-05,-0.619
Dec-05,-0.616
Dec-05,-0.613
Dec-05,-0.609
Dec-05,-0.604
Dec-05,-0.598
Dec-05,-0.59
Dec-05,-0.58
Dec-05,-0.572
Dec-05,-0.566
Dec-05,-0.563
Dec-05,-0.564
Dec-05,-0.567
Dec-05,-0.57
Dec-05,-0.574
Dec-05,-0.578
Dec-05,-0.582
Dec-05,-0.584
Dec-05,-0.585
Dec-05,-0.587
Jan-06,-0.588
Jan-06,-0.59
Jan-06,-0.595
Jan-06,-0.603
Jan-06,-0.611
Jan-06,-0.622
Jan-06,-0.632
Jan-06,-0.642
Jan-06,-0.65
Jan-06,-0.657
Jan-06,-0.662
Jan-06,-0.665
Jan-06,-0.665
Jan-06,-0.665
Jan-06,-0.663
Jan-06,-0.661
Jan-06,-0.66
Jan-06,-0.659
Jan-06,-0.657
Jan-06,-0.658
Jan-06,-0.661
Jan-06,-0.663
Feb-06,-0.664
Feb-06,-0.664
Feb-06,-0.663
Feb-06,-0.66
Feb-06,-0.656
Feb-06,-0.653
Feb-06,-0.65
Feb-06,-0.649
Feb-06,-0.649
Feb-06,-0.65
Feb-06,-0.651
Feb-06,-0.653
Feb-06,-0.654
Feb-06,-0.656
Feb-06,-0.657
Feb-06,-0.659
Feb-06,-0.66
Feb-06,-0.661
Feb-06,-0.663
Feb-06,-0.665
Mar-06,-0.665
Mar-06,-0.664
Mar-06,-0.661
Mar-06,-0.655
Mar-06,-0.646
Mar-06,-0.635
Mar-06,-0.621
Mar-06,-0.606
Mar-06,-0.592
Mar-06,-0.58
Mar-06,-0.571
Mar-06,-0.566
Mar-06,-0.563
Mar-06,-0.564
Mar-06,-0.567
Mar-06,-0.571
Mar-06,-0.576
Mar-06,-0.581
Mar-06,-0.585
Mar-06,-0.586
Mar-06,-0.584
Mar-06,-0.578
Mar-06,-0.569
Apr-06,-0.56
Apr-06,-0.551
Apr-06,-0.543
Apr-06,-0.537
Apr-06,-0.533
Apr-06,-0.529
Apr-06,-0.524
Apr-06,-0.518
Apr-06,-0.511
Apr-06,-0.502
Apr-06,-0.494
Apr-06,-0.487
Apr-06,-0.483
Apr-06,-0.48
Apr-06,-0.479
Apr-06,-0.481
Apr-06,-0.483
Apr-06,-0.486
Apr-06,-0.487
Apr-06,-0.486
May-06,-0.484
May-06,-0.479
May-06,-0.474
May-06,-0.47
May-06,-0.466
May-06,-0.465
May-06,-0.466
May-06,-0.469
May-06,-0.472
May-06,-0.475
May-06,-0.476
May-06,-0.474
May-06,-0.467
May-06,-0.457
May-06,-0.446
May-06,-0.433
May-06,-0.42
May-06,-0.408
May-06,-0.398
May-06,-0.389
May-06,-0.384
May-06,-0.381
May-06,-0.38
Jun-06,-0.378
Jun-06,-0.376
Jun-06,-0.372
Jun-06,-0.368
Jun-06,-0.364
Jun-06,-0.36
Jun-06,-0.356
Jun-06,-0.351
Jun-06,-0.343
Jun-06,-0.333
Jun-06,-0.323
Jun-06,-0.311
Jun-06,-0.299
Jun-06,-0.29
Jun-06,-0.282
Jun-06,-0.276
Jun-06,-0.271
Jun-06,-0.267
Jun-06,-0.263
Jun-06,-0.259
Jun-06,-0.256
Jun-06,-0.254
Jul-06,-0.256
Jul-06,-0.262
Jul-06,-0.269
Jul-06,-0.276
Jul-06,-0.282
Jul-06,-0.286
Jul-06,-0.286
Jul-06,-0.287
Jul-06,-0.287
Jul-06,-0.287
Jul-06,-0.286
Jul-06,-0.285
Jul-06,-0.282
Jul-06,-0.281
Jul-06,-0.281
Jul-06,-0.284
Jul-06,-0.289
Jul-06,-0.295
Jul-06,-0.301
Jul-06,-0.307
Jul-06,-0.312
Aug-06,-0.315
Aug-06,-0.318
Aug-06,-0.321
Aug-06,-0.323
Aug-06,-0.327
Aug-06,-0.331
Aug-06,-0.335
Aug-06,-0.339
Aug-06,-0.344
Aug-06,-0.349
Aug-06,-0.354
Aug-06,-0.359
Aug-06,-0.365
Aug-06,-0.372
Aug-06,-0.38
Aug-06,-0.389
Aug-06,-0.398
Aug-06,-0.405
Aug-06,-0.411
Aug-06,-0.415
Aug-06,-0.416
Aug-06,-0.417
Aug-06,-0.416
Sep-06,-0.414
Sep-06,-0.411
Sep-06,-0.407
Sep-06,-0.401
Sep-06,-0.394
Sep-06,-0.386
Sep-06,-0.378
Sep-06,-0.37
Sep-06,-0.365
Sep-06,-0.361
Sep-06,-0.361
Sep-06,-0.362
Sep-06,-0.366
Sep-06,-0.369
Sep-06,-0.371
Sep-06,-0.372
Sep-06,-0.371
Sep-06,-0.37
Sep-06,-0.369
Sep-06,-0.367
Sep-06,-0.367
Oct-06,-0.366
Oct-06,-0.365
Oct-06,-0.365
Oct-06,-0.365
Oct-06,-0.366
Oct-06,-0.369
Oct-06,-0.374
Oct-06,-0.38
Oct-06,-0.387
Oct-06,-0.395
Oct-06,-0.404
Oct-06,-0.412
Oct-06,-0.42
Oct-06,-0.427
Oct-06,-0.433
Oct-06,-0.438
Oct-06,-0.442
Oct-06,-0.446
Oct-06,-0.449
Oct-06,-0.452
Oct-06,-0.455
Oct-06,-0.457
Nov-06,-0.458
Nov-06,-0.458
Nov-06,-0.458
Nov-06,-0.456
Nov-06,-0.455
Nov-06,-0.456
Nov-06,-0.458
Nov-06,-0.46
Nov-06,-0.464
Nov-06,-0.468
Nov-06,-0.473
Nov-06,-0.477
Nov-06,-0.481
Nov-06,-0.484
Nov-06,-0.486
Nov-06,-0.486
Nov-06,-0.485
Nov-06,-0.483
Nov-06,-0.48
Nov-06,-0.475
Nov-06,-0.471
Nov-06,-0.468
Dec-06,-0.463
Dec-06,-0.46
Dec-06,-0.457
Dec-06,-0.454
Dec-06,-0.452
Dec-06,-0.45
Dec-06,-0.448
Dec-06,-0.446
Dec-06,-0.445
Dec-06,-0.444
Dec-06,-0.443
Dec-06,-0.443
Dec-06,-0.443
Dec-06,-0.443
Dec-06,-0.443
Dec-06,-0.443
Dec-06,-0.444
Dec-06,-0.444
Dec-06,-0.445
Dec-06,-0.446
Dec-06,-0.448
Jan-07,-0.449
Jan-07,-0.452
Jan-07,-0.454
Jan-07,-0.456
Jan-07,-0.456
Jan-07,-0.457
Jan-07,-0.456
Jan-07,-0.457
Jan-07,-0.459
Jan-07,-0.462
Jan-07,-0.465
Jan-07,-0.469
Jan-07,-0.472
Jan-07,-0.475
Jan-07,-0.479
Jan-07,-0.482
Jan-07,-0.487
Jan-07,-0.491
Jan-07,-0.494
Jan-07,-0.495
Jan-07,-0.495
Jan-07,-0.493
Jan-07,-0.49
Feb-07,-0.486
Feb-07,-0.483
Feb-07,-0.481
Feb-07,-0.48
Feb-07,-0.482
Feb-07,-0.485
Feb-07,-0.489
Feb-07,-0.493
Feb-07,-0.497
Feb-07,-0.499
Feb-07,-0.502
Feb-07,-0.504
Feb-07,-0.507
Feb-07,-0.51
Feb-07,-0.514
Feb-07,-0.519
Feb-07,-0.522
Feb-07,-0.524
Feb-07,-0.521
Feb-07,-0.515
Mar-07,-0.504
Mar-07,-0.489
Mar-07,-0.468
Mar-07,-0.45
Mar-07,-0.434
Mar-07,-0.421
Mar-07,-0.415
Mar-07,-0.416
Mar-07,-0.416
Mar-07,-0.416
Mar-07,-0.415
Mar-07,-0.409
Mar-07,-0.401
Mar-07,-0.396
Mar-07,-0.394
Mar-07,-0.395
Mar-07,-0.4
Mar-07,-0.406
Mar-07,-0.412
Mar-07,-0.414
Mar-07,-0.414
Mar-07,-0.411
Apr-07,-0.406
Apr-07,-0.401
Apr-07,-0.397
Apr-07,-0.394
Apr-07,-0.393
Apr-07,-0.393
Apr-07,-0.394
Apr-07,-0.395
Apr-07,-0.395
Apr-07,-0.395
Apr-07,-0.396
Apr-07,-0.396
Apr-07,-0.397
Apr-07,-0.398
Apr-07,-0.398
Apr-07,-0.398
Apr-07,-0.397
Apr-07,-0.395
Apr-07,-0.394
Apr-07,-0.392
Apr-07,-0.389
May-07,-0.385
May-07,-0.38
May-07,-0.374
May-07,-0.367
May-07,-0.363
May-07,-0.361
May-07,-0.36
May-07,-0.359
May-07,-0.359
May-07,-0.359
May-07,-0.356
May-07,-0.351
May-07,-0.346
May-07,-0.34
May-07,-0.335
May-07,-0.333
May-07,-0.335
May-07,-0.339
May-07,-0.343
May-07,-0.347
May-07,-0.348
May-07,-0.346
May-07,-0.341
Jun-07,-0.334
Jun-07,-0.327
Jun-07,-0.319
Jun-07,-0.309
Jun-07,-0.301
Jun-07,-0.29
Jun-07,-0.277
Jun-07,-0.261
Jun-07,-0.242
Jun-07,-0.223
Jun-07,-0.204
Jun-07,-0.188
Jun-07,-0.178
Jun-07,-0.174
Jun-07,-0.172
Jun-07,-0.173
Jun-07,-0.177
Jun-07,-0.178
Jun-07,-0.178
Jun-07,-0.178
Jun-07,-0.177
Jul-07,-0.178
Jul-07,-0.181
Jul-07,-0.188
Jul-07,-0.196
Jul-07,-0.205
Jul-07,-0.213
Jul-07,-0.216
Jul-07,-0.216
Jul-07,-0.213
Jul-07,-0.209
Jul-07,-0.204
Jul-07,-0.202
Jul-07,-0.202
Jul-07,-0.202
Jul-07,-0.202
Jul-07,-0.2
Jul-07,-0.196
Jul-07,-0.19
Jul-07,-0.178
Jul-07,-0.16
Jul-07,-0.137
Jul-07,-0.109
Aug-07,-0.078
Aug-07,-0.051
Aug-07,-0.031
Aug-07,-0.014
Aug-07,-0.004
Aug-07,-0.001
Aug-07,0.005
Aug-07,0.02
Aug-07,0.04
Aug-07,0.07
Aug-07,0.119
Aug-07,0.181
Aug-07,0.246
Aug-07,0.328
Aug-07,0.415
Aug-07,0.491
Aug-07,0.544
Aug-07,0.573
Aug-07,0.563
Aug-07,0.524
Aug-07,0.477
Aug-07,0.436
Aug-07,0.414
Sep-07,0.415
Sep-07,0.431
Sep-07,0.449
Sep-07,0.46
Sep-07,0.468
Sep-07,0.473
Sep-07,0.482
Sep-07,0.496
Sep-07,0.516
Sep-07,0.532
Sep-07,0.538
Sep-07,0.536
Sep-07,0.519
Sep-07,0.493
Sep-07,0.461
Sep-07,0.429
Sep-07,0.394
Sep-07,0.37
Sep-07,0.353
Sep-07,0.342
Oct-07,0.337
Oct-07,0.335
Oct-07,0.33
Oct-07,0.324
Oct-07,0.316
Oct-07,0.308
Oct-07,0.299
Oct-07,0.29
Oct-07,0.28
Oct-07,0.267
Oct-07,0.248
Oct-07,0.229
Oct-07,0.212
Oct-07,0.204
Oct-07,0.206
Oct-07,0.218
Oct-07,0.235
Oct-07,0.253
Oct-07,0.262
Oct-07,0.26
Oct-07,0.25
Oct-07,0.236
Oct-07,0.215
Nov-07,0.199
Nov-07,0.194
Nov-07,0.197
Nov-07,0.207
Nov-07,0.234
Nov-07,0.268
Nov-07,0.306
Nov-07,0.349
Nov-07,0.392
Nov-07,0.426
Nov-07,0.454
Nov-07,0.474
Nov-07,0.484
Nov-07,0.499
Nov-07,0.523
Nov-07,0.551
Nov-07,0.586
Nov-07,0.629
Nov-07,0.667
Nov-07,0.694
Nov-07,0.716
Nov-07,0.734
Dec-07,0.745
Dec-07,0.755
Dec-07,0.766
Dec-07,0.774
Dec-07,0.78
Dec-07,0.783
Dec-07,0.784
Dec-07,0.785
Dec-07,0.786
Dec-07,0.788
Dec-07,0.788
Dec-07,0.782
Dec-07,0.772
Dec-07,0.758
Dec-07,0.74
Dec-07,0.717
Dec-07,0.693
Dec-07,0.664
Dec-07,0.635
Dec-07,0.606
Dec-07,0.582
Jan-08,0.564
Jan-08,0.554
Jan-08,0.546
Jan-08,0.543
Jan-08,0.541
Jan-08,0.541
Jan-08,0.539
Jan-08,0.536
Jan-08,0.529
Jan-08,0.514
Jan-08,0.491
Jan-08,0.463
Jan-08,0.433
Jan-08,0.407
Jan-08,0.391
Jan-08,0.395
Jan-08,0.411
Jan-08,0.429
Jan-08,0.446
Jan-08,0.455
Jan-08,0.442
Jan-08,0.421
Jan-08,0.404
Feb-08,0.388
Feb-08,0.375
Feb-08,0.374
Feb-08,0.377
Feb-08,0.378
Feb-08,0.382
Feb-08,0.387
Feb-08,0.388
Feb-08,0.385
Feb-08,0.381
Feb-08,0.377
Feb-08,0.373
Feb-08,0.373
Feb-08,0.377
Feb-08,0.385
Feb-08,0.392
Feb-08,0.398
Feb-08,0.405
Feb-08,0.412
Feb-08,0.42
Feb-08,0.433
Mar-08,0.454
Mar-08,0.481
Mar-08,0.512
Mar-08,0.55
Mar-08,0.587
Mar-08,0.622
Mar-08,0.65
Mar-08,0.669
Mar-08,0.678
Mar-08,0.684
Mar-08,0.685
Mar-08,0.689
Mar-08,0.703
Mar-08,0.723
Mar-08,0.743
Mar-08,0.765
Mar-08,0.78
Mar-08,0.777
Mar-08,0.76
Mar-08,0.733
Mar-08,0.695
Apr-08,0.661
Apr-08,0.635
Apr-08,0.615
Apr-08,0.602
Apr-08,0.592
Apr-08,0.582
Apr-08,0.573
Apr-08,0.568
Apr-08,0.565
Apr-08,0.572
Apr-08,0.586
Apr-08,0.601
Apr-08,0.617
Apr-08,0.629
Apr-08,0.631
Apr-08,0.627
Apr-08,0.62
Apr-08,0.612
Apr-08,0.604
Apr-08,0.596
Apr-08,0.587
Apr-08,0.573
May-08,0.553
May-08,0.528
May-08,0.502
May-08,0.475
May-08,0.447
May-08,0.421
May-08,0.4
May-08,0.378
May-08,0.355
May-08,0.335
May-08,0.313
May-08,0.29
May-08,0.269
May-08,0.252
May-08,0.237
May-08,0.224
May-08,0.216
May-08,0.21
May-08,0.207
May-08,0.206
May-08,0.208
May-08,0.21
Jun-08,0.213
Jun-08,0.218
Jun-08,0.225
Jun-08,0.234
Jun-08,0.246
Jun-08,0.258
Jun-08,0.267
Jun-08,0.274
Jun-08,0.28
Jun-08,0.281
Jun-08,0.282
Jun-08,0.284
Jun-08,0.285
Jun-08,0.287
Jun-08,0.292
Jun-08,0.302
Jun-08,0.315
Jun-08,0.332
Jun-08,0.353
Jun-08,0.376
Jun-08,0.397
Jul-08,0.417
Jul-08,0.436
Jul-08,0.45
Jul-08,0.458
Jul-08,0.468
Jul-08,0.478
Jul-08,0.486
Jul-08,0.497
Jul-08,0.514
Jul-08,0.533
Jul-08,0.558
Jul-08,0.59
Jul-08,0.622
Jul-08,0.65
Jul-08,0.671
Jul-08,0.678
Jul-08,0.671
Jul-08,0.656
Jul-08,0.636
Jul-08,0.615
Jul-08,0.598
Jul-08,0.587
Jul-08,0.582
Aug-08,0.583
Aug-08,0.586
Aug-08,0.591
Aug-08,0.598
Aug-08,0.605
Aug-08,0.608
Aug-08,0.609
Aug-08,0.607
Aug-08,0.6
Aug-08,0.59
Aug-08,0.579
Aug-08,0.572
Aug-08,0.567
Aug-08,0.568
Aug-08,0.575
Aug-08,0.587
Aug-08,0.6
Aug-08,0.612
Aug-08,0.622
Aug-08,0.628
Aug-08,0.632
Sep-08,0.633
Sep-08,0.634
Sep-08,0.635
Sep-08,0.641
Sep-08,0.648
Sep-08,0.656
Sep-08,0.667
Sep-08,0.68
Sep-08,0.692
Sep-08,0.708
Sep-08,0.74
Sep-08,0.79
Sep-08,0.876
Sep-08,1
Sep-08,1.144
Sep-08,1.282
Sep-08,1.416
Sep-08,1.515
Sep-08,1.581
Sep-08,1.642
Sep-08,1.721
Sep-08,1.811
Oct-08,1.914
Oct-08,2.036
Oct-08,2.168
Oct-08,2.298
Oct-08,2.423
Oct-08,2.556
Oct-08,2.695
Oct-08,2.846
Oct-08,3.003
Oct-08,3.168
Oct-08,3.333
Oct-08,3.483
Oct-08,3.588
Oct-08,3.645
Oct-08,3.658
Oct-08,3.625
Oct-08,3.563
Oct-08,3.508
Oct-08,3.493
Oct-08,3.514
Oct-08,3.577
Oct-08,3.666
Oct-08,3.746
Nov-08,3.786
Nov-08,3.78
Nov-08,3.722
Nov-08,3.632
Nov-08,3.529
Nov-08,3.431
Nov-08,3.353
Nov-08,3.306
Nov-08,3.28
Nov-08,3.279
Nov-08,3.297
Nov-08,3.327
Nov-08,3.363
Nov-08,3.412
Nov-08,3.462
Nov-08,3.507
Nov-08,3.544
Nov-08,3.567
Nov-08,3.571
Nov-08,3.559
Dec-08,3.544
Dec-08,3.527
Dec-08,3.516
Dec-08,3.515
Dec-08,3.523
Dec-08,3.528
Dec-08,3.533
Dec-08,3.533
Dec-08,3.527
Dec-08,3.511
Dec-08,3.489
Dec-08,3.459
Dec-08,3.413
Dec-08,3.354
Dec-08,3.285
Dec-08,3.202
Dec-08,3.113
Dec-08,3.031
Dec-08,2.963
Dec-08,2.91
Dec-08,2.872
Dec-08,2.844
Dec-08,2.815
Jan-09,2.782
Jan-09,2.744
Jan-09,2.703
Jan-09,2.663
Jan-09,2.63
Jan-09,2.6
Jan-09,2.572
Jan-09,2.542
Jan-09,2.51
Jan-09,2.473
Jan-09,2.435
Jan-09,2.399
Jan-09,2.371
Jan-09,2.355
Jan-09,2.348
Jan-09,2.35
Jan-09,2.358
Jan-09,2.37
Jan-09,2.375
Jan-09,2.373
Jan-09,2.364
Jan-09,2.348
Feb-09,2.327
Feb-09,2.307
Feb-09,2.293
Feb-09,2.284
Feb-09,2.281
Feb-09,2.28
Feb-09,2.282
Feb-09,2.282
Feb-09,2.28
Feb-09,2.276
Feb-09,2.273
Feb-09,2.273
Feb-09,2.278
Feb-09,2.289
Feb-09,2.306
Feb-09,2.328
Feb-09,2.351
Feb-09,2.372
Feb-09,2.392
Feb-09,2.409
Mar-09,2.422
Mar-09,2.437
Mar-09,2.452
Mar-09,2.468
Mar-09,2.484
Mar-09,2.503
Mar-09,2.52
Mar-09,2.533
Mar-09,2.54
Mar-09,2.54
Mar-09,2.53
Mar-09,2.511
Mar-09,2.487
Mar-09,2.46
Mar-09,2.432
Mar-09,2.404
Mar-09,2.377
Mar-09,2.354
Mar-09,2.332
Mar-09,2.31
Mar-09,2.292
Mar-09,2.276
Apr-09,2.261
Apr-09,2.246
Apr-09,2.234
Apr-09,2.22
Apr-09,2.203
Apr-09,2.184
Apr-09,2.163
Apr-09,2.141
Apr-09,2.119
Apr-09,2.096
Apr-09,2.073
Apr-09,2.05
Apr-09,2.023
Apr-09,1.995
Apr-09,1.97
Apr-09,1.947
Apr-09,1.928
Apr-09,1.917
Apr-09,1.909
Apr-09,1.902
Apr-09,1.893
Apr-09,1.877
May-09,1.854
May-09,1.824
May-09,1.788
May-09,1.745
May-09,1.702
May-09,1.657
May-09,1.611
May-09,1.567
May-09,1.528
May-09,1.493
May-09,1.464
May-09,1.44
May-09,1.419
May-09,1.395
May-09,1.37
May-09,1.34
May-09,1.31
May-09,1.281
May-09,1.26
May-09,1.245
May-09,1.234
Jun-09,1.224
Jun-09,1.213
Jun-09,1.195
Jun-09,1.171
Jun-09,1.143
Jun-09,1.114
Jun-09,1.085
Jun-09,1.058
Jun-09,1.034
Jun-09,1.013
Jun-09,0.996
Jun-09,0.981
Jun-09,0.97
Jun-09,0.965
Jun-09,0.961
Jun-09,0.961
Jun-09,0.964
Jun-09,0.968
Jun-09,0.969
Jun-09,0.969
Jun-09,0.965
Jun-09,0.952
Jul-09,0.933
Jul-09,0.911
Jul-09,0.885
Jul-09,0.859
Jul-09,0.841
Jul-09,0.829
Jul-09,0.82
Jul-09,0.815
Jul-09,0.812
Jul-09,0.806
Jul-09,0.798
Jul-09,0.79
Jul-09,0.781
Jul-09,0.772
Jul-09,0.761
Jul-09,0.749
Jul-09,0.734
Jul-09,0.717
Jul-09,0.699
Jul-09,0.681
Jul-09,0.663
Jul-09,0.647
Jul-09,0.628
Aug-09,0.607
Aug-09,0.583
Aug-09,0.557
Aug-09,0.53
Aug-09,0.505
Aug-09,0.484
Aug-09,0.466
Aug-09,0.452
Aug-09,0.442
Aug-09,0.433
Aug-09,0.427
Aug-09,0.424
Aug-09,0.422
Aug-09,0.421
Aug-09,0.421
Aug-09,0.418
Aug-09,0.413
Aug-09,0.406
Aug-09,0.398
Aug-09,0.388
Aug-09,0.378
Sep-09,0.37
Sep-09,0.365
Sep-09,0.36
Sep-09,0.357
Sep-09,0.355
Sep-09,0.352
Sep-09,0.347
Sep-09,0.34
Sep-09,0.33
Sep-09,0.317
Sep-09,0.301
Sep-09,0.282
Sep-09,0.263
Sep-09,0.243
Sep-09,0.225
Sep-09,0.209
Sep-09,0.195
Sep-09,0.183
Sep-09,0.174
Sep-09,0.166
Sep-09,0.16
Sep-09,0.154
Oct-09,0.15
Oct-09,0.148
Oct-09,0.149
Oct-09,0.15
Oct-09,0.153
Oct-09,0.153
Oct-09,0.15
Oct-09,0.144
Oct-09,0.136
Oct-09,0.126
Oct-09,0.117
Oct-09,0.109
Oct-09,0.101
Oct-09,0.093
Oct-09,0.085
Oct-09,0.077
Oct-09,0.071
Oct-09,0.068
Oct-09,0.07
Oct-09,0.076
Oct-09,0.086
Oct-09,0.099
Nov-09,0.114
Nov-09,0.129
Nov-09,0.142
Nov-09,0.154
Nov-09,0.16
Nov-09,0.162
Nov-09,0.159
Nov-09,0.151
Nov-09,0.141
Nov-09,0.13
Nov-09,0.12
Nov-09,0.11
Nov-09,0.101
Nov-09,0.093
Nov-09,0.086
Nov-09,0.081
Nov-09,0.077
Nov-09,0.073
Nov-09,0.069
Nov-09,0.067
Nov-09,0.067
Dec-09,0.071
Dec-09,0.077
Dec-09,0.087
Dec-09,0.095
Dec-09,0.099
Dec-09,0.101
Dec-09,0.103
Dec-09,0.103
Dec-09,0.104
Dec-09,0.105
Dec-09,0.104
Dec-09,0.1
Dec-09,0.095
Dec-09,0.087
Dec-09,0.08
Dec-09,0.073
Dec-09,0.068
Dec-09,0.063
Dec-09,0.059
Dec-09,0.055
Dec-09,0.052
Dec-09,0.049
Dec-09,0.047
Jan-10,0.045
Jan-10,0.043
Jan-10,0.041
Jan-10,0.038
Jan-10,0.033
Jan-10,0.025
Jan-10,0.016
Jan-10,0.006
Jan-10,-0.005
Jan-10,-0.016
Jan-10,-0.025
Jan-10,-0.033
Jan-10,-0.04
Jan-10,-0.044
Jan-10,-0.045
Jan-10,-0.041
Jan-10,-0.032
Jan-10,-0.019
Jan-10,-0.004
Jan-10,0.012
Jan-10,0.023
Feb-10,0.03
Feb-10,0.033
Feb-10,0.033
Feb-10,0.033
Feb-10,0.034
Feb-10,0.038
Feb-10,0.046
Feb-10,0.057
Feb-10,0.067
Feb-10,0.077
Feb-10,0.084
Feb-10,0.088
Feb-10,0.088
Feb-10,0.085
Feb-10,0.079
Feb-10,0.072
Feb-10,0.063
Feb-10,0.053
Feb-10,0.042
Feb-10,0.033
Mar-10,0.023
Mar-10,0.014
Mar-10,0.005
Mar-10,-0.005
Mar-10,-0.017
Mar-10,-0.029
Mar-10,-0.041
Mar-10,-0.053
Mar-10,-0.065
Mar-10,-0.077
Mar-10,-0.087
Mar-10,-0.097
Mar-10,-0.106
Mar-10,-0.115
Mar-10,-0.123
Mar-10,-0.13
Mar-10,-0.136
Mar-10,-0.14
Mar-10,-0.141
Mar-10,-0.139
Mar-10,-0.136
