Date,Valuation Index
Feb-83,-0.128693368
Feb-83,-0.135936216
Feb-83,-0.132599483
Feb-83,-0.125382479
Feb-83,-0.125067747
Feb-83,-0.129658426
Mar-83,-0.122986066
Mar-83,-0.118894407
Mar-83,-0.115588487
Mar-83,-0.114637843
Mar-83,-0.114452937
Mar-83,-0.120901839
Mar-83,-0.116684814
Mar-83,-0.119327497
Mar-83,-0.120915314
Mar-83,-0.122942718
Mar-83,-0.122195164
Mar-83,-0.126133527
Mar-83,-0.127224843
Mar-83,-0.126364543
Mar-83,-0.12386696
Mar-83,-0.124862729
Mar-83,-0.119340742
Mar-83,-0.117715325
Mar-83,-0.119399648
Mar-83,-0.122308917
Mar-83,-0.122803537
Mar-83,-0.118446708
Mar-83,-0.119215051
Apr-83,-0.119403113
Apr-83,-0.120081796
Apr-83,-0.122926022
Apr-83,-0.125757019
Apr-83,-0.124400699
Apr-83,-0.121798656
Apr-83,-0.116376558
Apr-83,-0.114427602
Apr-83,-0.111369794
Apr-83,-0.107106953
Apr-83,-0.105343232
Apr-83,-0.103115984
Apr-83,-0.105711163
Apr-83,-0.100302607
Apr-83,-0.101929689
Apr-83,-0.10055158
Apr-83,-0.105503937
Apr-83,-0.098439478
Apr-83,-0.099178614
Apr-83,-0.095179108
Apr-83,-0.0913929
May-83,-0.098201556
May-83,-0.098013004
May-83,-0.094763811
May-83,-0.090769581
May-83,-0.085238627
May-83,-0.085885112
May-83,-0.084938457
May-83,-0.087505801
May-83,-0.089374235
May-83,-0.08724025
May-83,-0.092672251
May-83,-0.09125062
May-83,-0.091354929
May-83,-0.09502574
May-83,-0.094803769
May-83,-0.092514989
May-83,-0.086398419
May-83,-0.084181391
May-83,-0.085281641
May-83,-0.087312198
May-83,-0.087909256
May-83,-0.094016247
Jun-83,-0.094142798
Jun-83,-0.090496467
Jun-83,-0.088428778
Jun-83,-0.087377222
Jun-83,-0.092523845
Jun-83,-0.095787245
Jun-83,-0.095576401
Jun-83,-0.092610794
Jun-83,-0.087246941
Jun-83,-0.085583919
Jun-83,-0.081564038
Jun-83,-0.07583985
Jun-83,-0.075644988
Jun-83,-0.076967947
Jun-83,-0.073448785
Jun-83,-0.071778318
Jun-83,-0.07317128
Jun-83,-0.072913962
Jun-83,-0.079589606
Jun-83,-0.088698355
Jun-83,-0.086823531
Jun-83,-0.082661945
Jul-83,-0.079723005
Jul-83,-0.080331504
Jul-83,-0.08729533
Jul-83,-0.08159465
Jul-83,-0.084294224
Jul-83,-0.085945691
Jul-83,-0.083829211
Jul-83,-0.090979583
Jul-83,-0.092157023
Jul-83,-0.090628324
Jul-83,-0.095684425
Jul-83,-0.098455615
Jul-83,-0.096009814
Jul-83,-0.084741504
Jul-83,-0.08494301
Jul-83,-0.084462925
Jul-83,-0.08360624
Jul-83,-0.081329038
Jul-83,-0.089381641
Jul-83,-0.097111119
